,INFO_ITEM_TYPE,_id,Passage_id,passage,WELLBORE NAME,CREATOR BA NAME,year,Q,A1,A2,C
464,DISCOVERY_EVALUATION_REPORT,a446ef6c2d06a40ee9498797560b5a7cd93bb61a,88,The final CPI is processing No. 3 of 7th of September 1979. Two hydrocarbonbearing sands are evaluated from the logs. Both sands are in Jurassic: UPPER 6AND: 1 meter RKB LOWER SAND: 3 meter RKB 1.1 HYDROCARBON ZONE: UPPER SAND (And deeper) The upper sand is HC bearing from 4735 to 4776 in RKB.,30/7-7,Norsk Hydro a.s.,1999,Is the upper sand in wellbore 30/7-7 hydrocarbon bearing?,Yes,"Yes, the upper sand in wellbore 30/7-7 is hydrocarbon bearing.",1
465,DISCOVERY_EVALUATION_REPORT,a446ef6c2d06a40ee9498797560b5a7cd93bb61a,88,The final CPI is processing No. 3 of 7th of September 1979. Two hydrocarbonbearing sands are evaluated from the logs. Both sands are in Jurassic: UPPER 6AND: 1 meter RKB LOWER SAND: 3 meter RKB 1.1 HYDROCARBON ZONE: UPPER SAND (And deeper) The upper sand is HC bearing from 4735 to 4776 in RKB.,30/7-7,Norsk Hydro a.s.,1999,What is the processing number of the final CPI for wellbore 30/7-7?,No. 3,The processing number of the final CPI for wellbore 30/7-7 is number 3.,1
466,DISCOVERY_EVALUATION_REPORT,a446ef6c2d06a40ee9498797560b5a7cd93bb61a,88,The final CPI is processing No. 3 of 7th of September 1979. Two hydrocarbonbearing sands are evaluated from the logs. Both sands are in Jurassic: UPPER 6AND: 1 meter RKB LOWER SAND: 3 meter RKB 1.1 HYDROCARBON ZONE: UPPER SAND (And deeper) The upper sand is HC bearing from 4735 to 4776 in RKB.,30/7-7,Norsk Hydro a.s.,1999,What is the HC bearing range for the upper sand in wellbore 30/7-7?,4735 to 4776 in RKB,The HC bearing range for the upper sand in wellbore 30/7-7 is from 4735 to 4776 in RKB.,1
467,DISCOVERY_EVALUATION_REPORT,a446ef6c2d06a40ee9498797560b5a7cd93bb61a,88,The final CPI is processing No. 3 of 7th of September 1979. Two hydrocarbonbearing sands are evaluated from the logs. Both sands are in Jurassic: UPPER 6AND: 1 meter RKB LOWER SAND: 3 meter RKB 1.1 HYDROCARBON ZONE: UPPER SAND (And deeper) The upper sand is HC bearing from 4735 to 4776 in RKB.,30/7-7,Norsk Hydro a.s.,1999,How many meters RKB is the lower sand in wellbore 30/7-7?,3 meter RKB,The lower sand in wellbore 30/7-7 is 3 meters RKB.,1
468,DISCOVERY_EVALUATION_REPORT,a446ef6c2d06a40ee9498797560b5a7cd93bb61a,89,"BeIbw this from ,:776 to 4801 the porosity is very low, 6-7% average. From core in the HC zone the grain density is found to be some high, this fits good with the logs which have some readltgs that looks like dolomite. Gtos sand gros pay Net pay oe (net/gros) 0 average Sw average Shc average 66 meter 41 meter 17.1 meter .42 15.4% 57.2% 42.8% included tight zone excluded -3 - 1.4 WATER ZONE: LOWER SAND LOG :Interpreted water zone 4924-5043 RKB.",30/7-7,Norsk Hydro a.s.,1999,What is the average porosity in wellbore 30/7-7 from 776 to 4801?,6-7%,The average porosity in wellbore 30/7-7 from 776 to 4801 is 6-7%.,1
469,DISCOVERY_EVALUATION_REPORT,a446ef6c2d06a40ee9498797560b5a7cd93bb61a,89,"BeIbw this from ,:776 to 4801 the porosity is very low, 6-7% average. From core in the HC zone the grain density is found to be some high, this fits good with the logs which have some readltgs that looks like dolomite. Gtos sand gros pay Net pay oe (net/gros) 0 average Sw average Shc average 66 meter 41 meter 17.1 meter .42 15.4% 57.2% 42.8% included tight zone excluded -3 - 1.4 WATER ZONE: LOWER SAND LOG :Interpreted water zone 4924-5043 RKB.",30/7-7,Norsk Hydro a.s.,1999,What does the grain density in the HC zone of wellbore 30/7-7 appear to be?,High,The grain density in the HC zone of wellbore 30/7-7 appears to be high.,0.8
470,DISCOVERY_EVALUATION_REPORT,a446ef6c2d06a40ee9498797560b5a7cd93bb61a,89,"BeIbw this from ,:776 to 4801 the porosity is very low, 6-7% average. From core in the HC zone the grain density is found to be some high, this fits good with the logs which have some readltgs that looks like dolomite. Gtos sand gros pay Net pay oe (net/gros) 0 average Sw average Shc average 66 meter 41 meter 17.1 meter .42 15.4% 57.2% 42.8% included tight zone excluded -3 - 1.4 WATER ZONE: LOWER SAND LOG :Interpreted water zone 4924-5043 RKB.",30/7-7,Norsk Hydro a.s.,1999,What do the readings in wellbore 30/7-7 resemble?,Dolomite,The readings in wellbore 30/7-7 resemble dolomite.,0.8
471,DISCOVERY_EVALUATION_REPORT,a446ef6c2d06a40ee9498797560b5a7cd93bb61a,89,"BeIbw this from ,:776 to 4801 the porosity is very low, 6-7% average. From core in the HC zone the grain density is found to be some high, this fits good with the logs which have some readltgs that looks like dolomite. Gtos sand gros pay Net pay oe (net/gros) 0 average Sw average Shc average 66 meter 41 meter 17.1 meter .42 15.4% 57.2% 42.8% included tight zone excluded -3 - 1.4 WATER ZONE: LOWER SAND LOG :Interpreted water zone 4924-5043 RKB.",30/7-7,Norsk Hydro a.s.,1999,What is the average Sw of wellbore 30/7-7?,15.4%,The average Sw of wellbore 30/7-7 is 15.4%.,1
472,DISCOVERY_EVALUATION_REPORT,a446ef6c2d06a40ee9498797560b5a7cd93bb61a,89,"BeIbw this from ,:776 to 4801 the porosity is very low, 6-7% average. From core in the HC zone the grain density is found to be some high, this fits good with the logs which have some readltgs that looks like dolomite. Gtos sand gros pay Net pay oe (net/gros) 0 average Sw average Shc average 66 meter 41 meter 17.1 meter .42 15.4% 57.2% 42.8% included tight zone excluded -3 - 1.4 WATER ZONE: LOWER SAND LOG :Interpreted water zone 4924-5043 RKB.",30/7-7,Norsk Hydro a.s.,1999,What is the average Shc of wellbore 30/7-7?,57.2%,The average Shc of wellbore 30/7-7 is 57.2%.,1
473,DISCOVERY_EVALUATION_REPORT,a446ef6c2d06a40ee9498797560b5a7cd93bb61a,89,"BeIbw this from ,:776 to 4801 the porosity is very low, 6-7% average. From core in the HC zone the grain density is found to be some high, this fits good with the logs which have some readltgs that looks like dolomite. Gtos sand gros pay Net pay oe (net/gros) 0 average Sw average Shc average 66 meter 41 meter 17.1 meter .42 15.4% 57.2% 42.8% included tight zone excluded -3 - 1.4 WATER ZONE: LOWER SAND LOG :Interpreted water zone 4924-5043 RKB.",30/7-7,Norsk Hydro a.s.,1999,What is the average net/gros ratio of wellbore 30/7-7?,.42,The average net/gros ratio of wellbore 30/7-7 is .42.,1
474,DISCOVERY_EVALUATION_REPORT,a446ef6c2d06a40ee9498797560b5a7cd93bb61a,89,"BeIbw this from ,:776 to 4801 the porosity is very low, 6-7% average. From core in the HC zone the grain density is found to be some high, this fits good with the logs which have some readltgs that looks like dolomite. Gtos sand gros pay Net pay oe (net/gros) 0 average Sw average Shc average 66 meter 41 meter 17.1 meter .42 15.4% 57.2% 42.8% included tight zone excluded -3 - 1.4 WATER ZONE: LOWER SAND LOG :Interpreted water zone 4924-5043 RKB.",30/7-7,Norsk Hydro a.s.,1999,What is the size of the tight zone excluded in wellbore 30/7-7?,-3 - 1.4,The size of the tight zone excluded in wellbore 30/7-7 is between -3 and 1.4.,0.7
475,DISCOVERY_EVALUATION_REPORT,a446ef6c2d06a40ee9498797560b5a7cd93bb61a,89,"BeIbw this from ,:776 to 4801 the porosity is very low, 6-7% average. From core in the HC zone the grain density is found to be some high, this fits good with the logs which have some readltgs that looks like dolomite. Gtos sand gros pay Net pay oe (net/gros) 0 average Sw average Shc average 66 meter 41 meter 17.1 meter .42 15.4% 57.2% 42.8% included tight zone excluded -3 - 1.4 WATER ZONE: LOWER SAND LOG :Interpreted water zone 4924-5043 RKB.",30/7-7,Norsk Hydro a.s.,1999,What is the interpreted water zone in wellbore 30/7-7?,4924-5043 RKB,The water zone interpreted in wellbore 30/7-7 is from 4924 to 5043 RKB.,1
476,DISCOVERY_EVALUATION_REPORT,a446ef6c2d06a40ee9498797560b5a7cd93bb61a,89,"BeIbw this from ,:776 to 4801 the porosity is very low, 6-7% average. From core in the HC zone the grain density is found to be some high, this fits good with the logs which have some readltgs that looks like dolomite. Gtos sand gros pay Net pay oe (net/gros) 0 average Sw average Shc average 66 meter 41 meter 17.1 meter .42 15.4% 57.2% 42.8% included tight zone excluded -3 - 1.4 WATER ZONE: LOWER SAND LOG :Interpreted water zone 4924-5043 RKB.",30/7-7,Norsk Hydro a.s.,1999,What is the gross pay in meters in wellbore 30/7-7?,66 meter,The gross pay in wellbore 30/7-7 is 66 meters.,1
477,DISCOVERY_EVALUATION_REPORT,a446ef6c2d06a40ee9498797560b5a7cd93bb61a,89,"BeIbw this from ,:776 to 4801 the porosity is very low, 6-7% average. From core in the HC zone the grain density is found to be some high, this fits good with the logs which have some readltgs that looks like dolomite. Gtos sand gros pay Net pay oe (net/gros) 0 average Sw average Shc average 66 meter 41 meter 17.1 meter .42 15.4% 57.2% 42.8% included tight zone excluded -3 - 1.4 WATER ZONE: LOWER SAND LOG :Interpreted water zone 4924-5043 RKB.",30/7-7,Norsk Hydro a.s.,1999,What is the net pay in meters in wellbore 30/7-7?,17.1 meter,The net pay in wellbore 30/7-7 is 17.1 meters.,1
478,DISCOVERY_EVALUATION_REPORT,a446ef6c2d06a40ee9498797560b5a7cd93bb61a,90,"The first 24 may be transition zone with water saturation between 80 and 100% and average porosity of 13.7%. The rest of the water zone has an average porosity of 12.9%. But some clean sandstone have low porosity in the range of 5-6%. (These thight intervals are not comparable with thight zone in the upper sand which has characteristics of dolomite.) A couple of tight stringers read like dolomite in the lower sand too, and few thin beds have extremely high density up to while the CNL show almost no response only slight decrease in porosity.",30/7-7,Norsk Hydro a.s.,1999,What is the water saturation in the transition zone in wellbore 30/7-7?,between 80 and 100%,"In wellbore 30/7-7, the water saturation in the transition zone is between 80 and 100%.",1
479,DISCOVERY_EVALUATION_REPORT,a446ef6c2d06a40ee9498797560b5a7cd93bb61a,90,"The first 24 may be transition zone with water saturation between 80 and 100% and average porosity of 13.7%. The rest of the water zone has an average porosity of 12.9%. But some clean sandstone have low porosity in the range of 5-6%. (These thight intervals are not comparable with thight zone in the upper sand which has characteristics of dolomite.) A couple of tight stringers read like dolomite in the lower sand too, and few thin beds have extremely high density up to while the CNL show almost no response only slight decrease in porosity.",30/7-7,Norsk Hydro a.s.,1999,What is the average porosity of the first 24 in wellbore 30/7-7?,13.7%,The average porosity of the first 24 in wellbore 30/7-7 is 13.7%.,1
480,DISCOVERY_EVALUATION_REPORT,a446ef6c2d06a40ee9498797560b5a7cd93bb61a,90,"The first 24 may be transition zone with water saturation between 80 and 100% and average porosity of 13.7%. The rest of the water zone has an average porosity of 12.9%. But some clean sandstone have low porosity in the range of 5-6%. (These thight intervals are not comparable with thight zone in the upper sand which has characteristics of dolomite.) A couple of tight stringers read like dolomite in the lower sand too, and few thin beds have extremely high density up to while the CNL show almost no response only slight decrease in porosity.",30/7-7,Norsk Hydro a.s.,1999,What is the range of low porosity in clean sandstone in wellbore 30/7-7?,5-6%,"In wellbore 30/7-7, the range of low porosity in clean sandstone is 5-6%.",1
481,DISCOVERY_EVALUATION_REPORT,a446ef6c2d06a40ee9498797560b5a7cd93bb61a,90,"The first 24 may be transition zone with water saturation between 80 and 100% and average porosity of 13.7%. The rest of the water zone has an average porosity of 12.9%. But some clean sandstone have low porosity in the range of 5-6%. (These thight intervals are not comparable with thight zone in the upper sand which has characteristics of dolomite.) A couple of tight stringers read like dolomite in the lower sand too, and few thin beds have extremely high density up to while the CNL show almost no response only slight decrease in porosity.",30/7-7,Norsk Hydro a.s.,1999,How does the tight stringers in the lower sand read in wellbore 30/7-7?,like dolomite,"In wellbore 30/7-7, the tight stringers in the lower sand read like dolomite.",1
482,DISCOVERY_EVALUATION_REPORT,a446ef6c2d06a40ee9498797560b5a7cd93bb61a,90,"The first 24 may be transition zone with water saturation between 80 and 100% and average porosity of 13.7%. The rest of the water zone has an average porosity of 12.9%. But some clean sandstone have low porosity in the range of 5-6%. (These thight intervals are not comparable with thight zone in the upper sand which has characteristics of dolomite.) A couple of tight stringers read like dolomite in the lower sand too, and few thin beds have extremely high density up to while the CNL show almost no response only slight decrease in porosity.",30/7-7,Norsk Hydro a.s.,1999,How does the CNL show response in porosity in wellbore 30/7-7?,almost no response only slight decrease in porosity,"In wellbore 30/7-7, the CNL show almost no response, only a slight decrease in porosity.",1
483,DISCOVERY_EVALUATION_REPORT,a446ef6c2d06a40ee9498797560b5a7cd93bb61a,90,"The first 24 may be transition zone with water saturation between 80 and 100% and average porosity of 13.7%. The rest of the water zone has an average porosity of 12.9%. But some clean sandstone have low porosity in the range of 5-6%. (These thight intervals are not comparable with thight zone in the upper sand which has characteristics of dolomite.) A couple of tight stringers read like dolomite in the lower sand too, and few thin beds have extremely high density up to while the CNL show almost no response only slight decrease in porosity.",30/7-7,Norsk Hydro a.s.,1999,What is the average porosity of the rest of the water zone in wellbore 30/7-7?,12.9%,"In wellbore 30/7-7, the average porosity of the rest of the water zone is 12.9%.",1
484,DISCOVERY_EVALUATION_REPORT,a446ef6c2d06a40ee9498797560b5a7cd93bb61a,90,"The first 24 may be transition zone with water saturation between 80 and 100% and average porosity of 13.7%. The rest of the water zone has an average porosity of 12.9%. But some clean sandstone have low porosity in the range of 5-6%. (These thight intervals are not comparable with thight zone in the upper sand which has characteristics of dolomite.) A couple of tight stringers read like dolomite in the lower sand too, and few thin beds have extremely high density up to while the CNL show almost no response only slight decrease in porosity.",30/7-7,Norsk Hydro a.s.,1999,What is the characteristics of the tight zone in the upper sand of wellbore 30/7-7?,has characteristics of dolomite,The tight zone in the upper sand of wellbore 30/7-7 has characteristics of dolomite.,1
485,DISCOVERY_EVALUATION_REPORT,a446ef6c2d06a40ee9498797560b5a7cd93bb61a,90,"The first 24 may be transition zone with water saturation between 80 and 100% and average porosity of 13.7%. The rest of the water zone has an average porosity of 12.9%. But some clean sandstone have low porosity in the range of 5-6%. (These thight intervals are not comparable with thight zone in the upper sand which has characteristics of dolomite.) A couple of tight stringers read like dolomite in the lower sand too, and few thin beds have extremely high density up to while the CNL show almost no response only slight decrease in porosity.",30/7-7,Norsk Hydro a.s.,1999,What are the characteristics of few thin beds in wellbore 30/7-7?,extremely high density,Few thin beds in wellbore 30/7-7 have extremely high density.,1
486,DISCOVERY_EVALUATION_REPORT,a446ef6c2d06a40ee9498797560b5a7cd93bb61a,91,The lower sand water zone is used for Rw calculation which is found to be ohm-meter. Gross net sand sand CIC t. Saturation2. COMMENTS TO THE LOG INTERPRETATION INPUT PARAMETERS Depth intervalRw tcl Ncl bcl ToF GR GR SAND SHALF Rmf Rcl From To 2.1 SATURATION CALCULATION The Rw is calculated from the water zone in the lower sand and corrected for temperature and used in the upper sand. The formation factor = 1/ e2.1 is used. This formation factor and the corresponding Rw give 100% water saturation in the water zone below 4948 RKB.,30/7-7,Norsk Hydro a.s.,1999,What is used for Rw calculation in the 30/7-7 wellbore?,The lower sand water zone,"In the wellbore 30/7-7, the lower sand water zone is used for the Rw calculation.",1
487,DISCOVERY_EVALUATION_REPORT,a446ef6c2d06a40ee9498797560b5a7cd93bb61a,91,The lower sand water zone is used for Rw calculation which is found to be ohm-meter. Gross net sand sand CIC t. Saturation2. COMMENTS TO THE LOG INTERPRETATION INPUT PARAMETERS Depth intervalRw tcl Ncl bcl ToF GR GR SAND SHALF Rmf Rcl From To 2.1 SATURATION CALCULATION The Rw is calculated from the water zone in the lower sand and corrected for temperature and used in the upper sand. The formation factor = 1/ e2.1 is used. This formation factor and the corresponding Rw give 100% water saturation in the water zone below 4948 RKB.,30/7-7,Norsk Hydro a.s.,1999,What is the result of the Rw calculation in the 30/7-7 wellbore?,ohm-meter,The result of the Rw calculation in the wellbore 30/7-7 is ohm-meter.,1
488,DISCOVERY_EVALUATION_REPORT,a446ef6c2d06a40ee9498797560b5a7cd93bb61a,91,The lower sand water zone is used for Rw calculation which is found to be ohm-meter. Gross net sand sand CIC t. Saturation2. COMMENTS TO THE LOG INTERPRETATION INPUT PARAMETERS Depth intervalRw tcl Ncl bcl ToF GR GR SAND SHALF Rmf Rcl From To 2.1 SATURATION CALCULATION The Rw is calculated from the water zone in the lower sand and corrected for temperature and used in the upper sand. The formation factor = 1/ e2.1 is used. This formation factor and the corresponding Rw give 100% water saturation in the water zone below 4948 RKB.,30/7-7,Norsk Hydro a.s.,1999,Where is the Rw calculated from in the 30/7-7 wellbore?,From the water zone in the lower sand,The Rw in the wellbore 30/7-7 is calculated from the water zone in the lower sand.,1
489,DISCOVERY_EVALUATION_REPORT,a446ef6c2d06a40ee9498797560b5a7cd93bb61a,91,The lower sand water zone is used for Rw calculation which is found to be ohm-meter. Gross net sand sand CIC t. Saturation2. COMMENTS TO THE LOG INTERPRETATION INPUT PARAMETERS Depth intervalRw tcl Ncl bcl ToF GR GR SAND SHALF Rmf Rcl From To 2.1 SATURATION CALCULATION The Rw is calculated from the water zone in the lower sand and corrected for temperature and used in the upper sand. The formation factor = 1/ e2.1 is used. This formation factor and the corresponding Rw give 100% water saturation in the water zone below 4948 RKB.,30/7-7,Norsk Hydro a.s.,1999,What correction is applied to the Rw in the 30/7-7 wellbore?,Corrected for temperature and used in the upper sand,The Rw in the wellbore 30/7-7 is corrected for temperature and then used in the upper sand.,1
490,DISCOVERY_EVALUATION_REPORT,a446ef6c2d06a40ee9498797560b5a7cd93bb61a,91,The lower sand water zone is used for Rw calculation which is found to be ohm-meter. Gross net sand sand CIC t. Saturation2. COMMENTS TO THE LOG INTERPRETATION INPUT PARAMETERS Depth intervalRw tcl Ncl bcl ToF GR GR SAND SHALF Rmf Rcl From To 2.1 SATURATION CALCULATION The Rw is calculated from the water zone in the lower sand and corrected for temperature and used in the upper sand. The formation factor = 1/ e2.1 is used. This formation factor and the corresponding Rw give 100% water saturation in the water zone below 4948 RKB.,30/7-7,Norsk Hydro a.s.,1999,What formation factor is used in the saturation calculation for the 30/7-7 wellbore?,1/ e2.1,The formation factor 1/ e2.1 is used in the saturation calculation for the wellbore 30/7-7.,1
491,DISCOVERY_EVALUATION_REPORT,a446ef6c2d06a40ee9498797560b5a7cd93bb61a,91,The lower sand water zone is used for Rw calculation which is found to be ohm-meter. Gross net sand sand CIC t. Saturation2. COMMENTS TO THE LOG INTERPRETATION INPUT PARAMETERS Depth intervalRw tcl Ncl bcl ToF GR GR SAND SHALF Rmf Rcl From To 2.1 SATURATION CALCULATION The Rw is calculated from the water zone in the lower sand and corrected for temperature and used in the upper sand. The formation factor = 1/ e2.1 is used. This formation factor and the corresponding Rw give 100% water saturation in the water zone below 4948 RKB.,30/7-7,Norsk Hydro a.s.,1999,What does the formation factor and the corresponding Rw give in the 30/7-7 wellbore?,100% water saturation in the water zone below 4948 RKB,"In the wellbore 30/7-7, the formation factor and the corresponding Rw yield a 100% water saturation in the water zone below 4948 RKB.",1
492,DISCOVERY_EVALUATION_REPORT,a446ef6c2d06a40ee9498797560b5a7cd93bb61a,91,The lower sand water zone is used for Rw calculation which is found to be ohm-meter. Gross net sand sand CIC t. Saturation2. COMMENTS TO THE LOG INTERPRETATION INPUT PARAMETERS Depth intervalRw tcl Ncl bcl ToF GR GR SAND SHALF Rmf Rcl From To 2.1 SATURATION CALCULATION The Rw is calculated from the water zone in the lower sand and corrected for temperature and used in the upper sand. The formation factor = 1/ e2.1 is used. This formation factor and the corresponding Rw give 100% water saturation in the water zone below 4948 RKB.,30/7-7,Norsk Hydro a.s.,1999,Which zone is the Rw used in the 30/7-7 wellbore?,Used in the upper sand,"In the wellbore 30/7-7, the Rw is used in the upper sand.",1
493,DISCOVERY_EVALUATION_REPORT,a446ef6c2d06a40ee9498797560b5a7cd93bb61a,91,The lower sand water zone is used for Rw calculation which is found to be ohm-meter. Gross net sand sand CIC t. Saturation2. COMMENTS TO THE LOG INTERPRETATION INPUT PARAMETERS Depth intervalRw tcl Ncl bcl ToF GR GR SAND SHALF Rmf Rcl From To 2.1 SATURATION CALCULATION The Rw is calculated from the water zone in the lower sand and corrected for temperature and used in the upper sand. The formation factor = 1/ e2.1 is used. This formation factor and the corresponding Rw give 100% water saturation in the water zone below 4948 RKB.,30/7-7,Norsk Hydro a.s.,1999,What marks the point of 100% water saturation in the 30/7-7 wellbore?,Water zone below 4948 RKB,"In the wellbore 30/7-7, the point of 100% water saturation is marked by the water zone below 4948 RKB.",1
494,DISCOVERY_EVALUATION_REPORT,a446ef6c2d06a40ee9498797560b5a7cd93bb61a,92,"On using this as basic input for saturation calculation the hydrocarbon saturation in the other zones will be as presented in table 1. These clay intervals became hydrocarbon bearing with MN as clay indicator. These intervals Below 4975 the sand become more shaly. From the Gamma ray the clean lin (GR min) seems to be between 15 and 41 API. If the 41 API is used the gamma ray as clay indicator will dominate in this interval, because of this 15 API used like the zone above.",30/7-7,Norsk Hydro a.s.,1999,What was the saturation calculation used for in wellbore 30/7-7?,for the hydrocarbon saturation in the other zones,"In wellbore 30/7-7, the saturation calculation was used for determining the hydrocarbon saturation in the other zones.",1
495,DISCOVERY_EVALUATION_REPORT,a446ef6c2d06a40ee9498797560b5a7cd93bb61a,92,"On using this as basic input for saturation calculation the hydrocarbon saturation in the other zones will be as presented in table 1. These clay intervals became hydrocarbon bearing with MN as clay indicator. These intervals Below 4975 the sand become more shaly. From the Gamma ray the clean lin (GR min) seems to be between 15 and 41 API. If the 41 API is used the gamma ray as clay indicator will dominate in this interval, because of this 15 API used like the zone above.",30/7-7,Norsk Hydro a.s.,1999,What did the clay intervals become in wellbore 30/7-7?,hydrocarbon bearing with MN as clay indicator,The clay intervals in wellbore 30/7-7 became hydrocarbon bearing with MN serving as the clay indicator.,1
496,DISCOVERY_EVALUATION_REPORT,a446ef6c2d06a40ee9498797560b5a7cd93bb61a,92,"On using this as basic input for saturation calculation the hydrocarbon saturation in the other zones will be as presented in table 1. These clay intervals became hydrocarbon bearing with MN as clay indicator. These intervals Below 4975 the sand become more shaly. From the Gamma ray the clean lin (GR min) seems to be between 15 and 41 API. If the 41 API is used the gamma ray as clay indicator will dominate in this interval, because of this 15 API used like the zone above.",30/7-7,Norsk Hydro a.s.,1999,"In wellbore 30/7-7, what change happened to the sand below 4975?",the sand become more shaly,"Below 4975 in wellbore 30/7-7, the sand started to become more shaly.",1
497,DISCOVERY_EVALUATION_REPORT,a446ef6c2d06a40ee9498797560b5a7cd93bb61a,92,"On using this as basic input for saturation calculation the hydrocarbon saturation in the other zones will be as presented in table 1. These clay intervals became hydrocarbon bearing with MN as clay indicator. These intervals Below 4975 the sand become more shaly. From the Gamma ray the clean lin (GR min) seems to be between 15 and 41 API. If the 41 API is used the gamma ray as clay indicator will dominate in this interval, because of this 15 API used like the zone above.",30/7-7,Norsk Hydro a.s.,1999,Where does the clean lin (GR min) lie in the gamma ray in wellbore 30/7-7?,between 15 and 41 API,"In the gamma ray in wellbore 30/7-7, the clean lin (GR min) lies between 15 and 41 API.",1
498,DISCOVERY_EVALUATION_REPORT,a446ef6c2d06a40ee9498797560b5a7cd93bb61a,92,"On using this as basic input for saturation calculation the hydrocarbon saturation in the other zones will be as presented in table 1. These clay intervals became hydrocarbon bearing with MN as clay indicator. These intervals Below 4975 the sand become more shaly. From the Gamma ray the clean lin (GR min) seems to be between 15 and 41 API. If the 41 API is used the gamma ray as clay indicator will dominate in this interval, because of this 15 API used like the zone above.",30/7-7,Norsk Hydro a.s.,1999,Which API is used as a clay indicator when the gamma ray dominates in wellbore 30/7-7?,15 API used like the zone above,"When the gamma ray dominates in wellbore 30/7-7, 15 API is used just like in the zone above.",1
499,DISCOVERY_EVALUATION_REPORT,a446ef6c2d06a40ee9498797560b5a7cd93bb61a,92,"On using this as basic input for saturation calculation the hydrocarbon saturation in the other zones will be as presented in table 1. These clay intervals became hydrocarbon bearing with MN as clay indicator. These intervals Below 4975 the sand become more shaly. From the Gamma ray the clean lin (GR min) seems to be between 15 and 41 API. If the 41 API is used the gamma ray as clay indicator will dominate in this interval, because of this 15 API used like the zone above.",30/7-7,Norsk Hydro a.s.,1999,What will happen if the 41 API is used in the gamma ray as clay indicator in wellbore 30/7-7?,will dominate in this interval,"If the 41 API is used in the gamma ray as the clay indicator in wellbore 30/7-7, the gamma ray would dominate in this interval.",1
500,DISCOVERY_EVALUATION_REPORT,a446ef6c2d06a40ee9498797560b5a7cd93bb61a,92,"On using this as basic input for saturation calculation the hydrocarbon saturation in the other zones will be as presented in table 1. These clay intervals became hydrocarbon bearing with MN as clay indicator. These intervals Below 4975 the sand become more shaly. From the Gamma ray the clean lin (GR min) seems to be between 15 and 41 API. If the 41 API is used the gamma ray as clay indicator will dominate in this interval, because of this 15 API used like the zone above.",30/7-7,Norsk Hydro a.s.,1999,Which API is used in the zone above wellbore 30/7-7?,15 API,"In wellbore 30/7-7, 15 API is the one used in the zone above.",1
501,DISCOVERY_EVALUATION_REPORT,a446ef6c2d06a40ee9498797560b5a7cd93bb61a,92,"On using this as basic input for saturation calculation the hydrocarbon saturation in the other zones will be as presented in table 1. These clay intervals became hydrocarbon bearing with MN as clay indicator. These intervals Below 4975 the sand become more shaly. From the Gamma ray the clean lin (GR min) seems to be between 15 and 41 API. If the 41 API is used the gamma ray as clay indicator will dominate in this interval, because of this 15 API used like the zone above.",30/7-7,Norsk Hydro a.s.,1999,What became of the clay intervals with MN as clay indicator in wellbore 30/7-7?,became hydrocarbon bearing,"In wellbore 30/7-7, with MN serving as the clay indicator, the clay intervals became hydrocarbon bearing.",1
502,DISCOVERY_EVALUATION_REPORT,a446ef6c2d06a40ee9498797560b5a7cd93bb61a,92,"On using this as basic input for saturation calculation the hydrocarbon saturation in the other zones will be as presented in table 1. These clay intervals became hydrocarbon bearing with MN as clay indicator. These intervals Below 4975 the sand become more shaly. From the Gamma ray the clean lin (GR min) seems to be between 15 and 41 API. If the 41 API is used the gamma ray as clay indicator will dominate in this interval, because of this 15 API used like the zone above.",30/7-7,Norsk Hydro a.s.,1999,What are the conditions for the gamma ray to dominate in an interval in wellbore 30/7-7?,If the 41 API is used,"In wellbore 30/7-7, the gamma ray will dominate in an interval if the 41 API is used.",1
503,DISCOVERY_EVALUATION_REPORT,a446ef6c2d06a40ee9498797560b5a7cd93bb61a,92,"On using this as basic input for saturation calculation the hydrocarbon saturation in the other zones will be as presented in table 1. These clay intervals became hydrocarbon bearing with MN as clay indicator. These intervals Below 4975 the sand become more shaly. From the Gamma ray the clean lin (GR min) seems to be between 15 and 41 API. If the 41 API is used the gamma ray as clay indicator will dominate in this interval, because of this 15 API used like the zone above.",30/7-7,Norsk Hydro a.s.,1999,What happens to the sand below 4975 in wellbore 30/7-7 according to the input paragraph?,becomes more shaly,"In the section below 4975 in wellbore 30/7-7, the sand is reported to become more shaly.",1
504,DISCOVERY_EVALUATION_REPORT,a446ef6c2d06a40ee9498797560b5a7cd93bb61a,93,"The probability of having heavy oil at this high pressure and temperature is very low. With following effect no high hydrocarbon effect on the -logs could be expected: High water saturation, hydrocarbon fluid of volatile oil or condensate and possibly deep invation. If hydrocarbon is oil the cut off values should be lower. With heavy oil the possibility of very little movable oil is present. By using these cut offs high frequency of all three cut offs criteria acting at same intervals are observed.",30/7-7,Norsk Hydro a.s.,1999,What is the probability of having heavy oil at high pressure and temperature at wellbore 30/7-7?,Very low.,"At the wellbore 30/7-7, it's very unlikely to have heavy oil at high pressure and temperature.",1
